superconductors,measured_Tc,materials_family
Y2Dy3Os4Ge10,2.86,heavy-Fermion
Cu1Rh1.9Sn0.1Se4,2.86,others
Nb0.5Os0.5,2.86,others
Li2Pt3B0.99Al0.01,2.86,others
Hf1Pd2In1,2.86,others
Si2Th1,2.862,heavy-Fermion
La1Pd0.8Bi2,2.865,heavy-Fermion
Sn0.02V0.98,2.87,others
Th1Ir0.4Ru1.6,2.87,heavy-Fermion
Th1Ir0.6Ru1.4,2.87,heavy-Fermion
Sr0.1Bi2Se3,2.87,others
Th1Ir1.6Ru0.4,2.87,heavy-Fermion
Ni2Zr1Ga1,2.87,others
Pd22Zr78,2.88,others
Co1Sc0.125Zr1.875,2.89,others
Ir3Lu1,2.89,heavy-Fermion
La0.995Y0.005Fe0.995Mn0.005As1F0.11O0.89,2.89,iron-based
Hf0.8Mo0.2,2.89,others
La1Ni1C2,2.89,others
Sr1Pd1.9Pt0.1Ge2,2.89,others
Li0.9Mo6O17,2.891667,others
Sr1Pd2Ge2,2.892,others
Rh0.91Ti0.4V0.05,2.9,others
La0.9985Tb0.0015Al2,2.9,heavy-Fermion
Pb1.12Nb2Se5.12,2.9,others
Pd2Hf0.5Y0.5Al1,2.9,others
Ta0.05Ti0.95,2.9,others
Y1Fe2Si2,2.9,others
Sn1Ta1S3,2.9,others
Nb2.01V0.99Au1,2.9,others
Ce1Bi3.3Pb0.7Te6,2.9,others
Ba1Al1Sn1,2.9,others
Ce1Bi3.2Pb0.8Te6,2.9,others
Zr1Ru0.9Rh0.1P1,2.9,others
Si1V2.7Ru0.3,2.9,others
Lu1Rh2Sn1,2.9,heavy-Fermion
K0.9Na0.1Fe2As2,2.9,iron-based
V2.7Ru0.3Si1,2.9,others
Y1.968Lu0.032Fe3Si5,2.9,others
Lu1Ni1B0.9C1.1,2.9,heavy-Fermion
Nd1Fe1P1F0.1O0.9,2.9,iron-based
La1Al1.995Si0.005,2.9,heavy-Fermion
Ca1Cu0.25Si1.55,2.9,others
Ba8Si42Cu4,2.9,others
Cs1Pb0.3Bi3.7Te6,2.9,others
Ce1Bi3.7Pb0.3Te6,2.9,others
C0.78W0.22Si1,2.9,others
N0.82V1,2.9,others
Nb0.5Re0.5,2.9,others
Ga7Pt3,2.9,others
Mg1Pt0.5Au0.5Si1,2.9,others
Ba1Pd0.3Si1.7,2.9,others
Ga1Nb4Se8,2.9,others
C1Os2W3,2.9,others
Lu1Ni1.81Co0.38B2C1,2.9,heavy-Fermion
Ga0.7Pt0.3,2.9,others
Y5Ir4Si10,2.906667,others
Ba1Pb0.9Bi0.1O3,2.91,others
Lu1Pd2Sn1,2.91,heavy-Fermion
Nd1Pt2.1B2.4C1.2,2.91,heavy-Fermion
Ba1Pd0.2Si1.8,2.91,others
Pd20Zr80,2.91,others
Sc0.25Y0.75Ir3.6Rh0.4B4,2.92,others
Ru0.43V0.57,2.92,others
Rh0.01Zr0.99,2.92,others
Hf0.654Mo0.346,2.92,others
Sr0.5La0.5Bi1S2F1,2.92,others
Nb0.25V0.75N0.94,2.92,others
Sr1Pd1.8Rh0.2Ge2,2.92,others
Cd1Mo5S6,2.923333,others
Ga1N1,2.925,others
Cr0.06V0.94,2.93,others
Th1Ir0.2Os1.8,2.93,heavy-Fermion
Ba1Pb0.5Hg0.25Bi0.25O3,2.93,others
La0.9Sm0.1Bi1S2F0.5O0.5,2.93,others
Rh3Bi14,2.94,others
Zr0.87Ge0.13,2.94,others
Bi0.5Sb0.5,2.94,others
Lu0.55Tm0.45Ru1B2,2.94,heavy-Fermion
Lu1Ni0.9V0.1B1C1,2.94,heavy-Fermion
Mo0.9Re0.1,2.945,others
Dy1Ga6,2.95,heavy-Fermion
Cu0.1Ti2Se2,2.95,others
Cu0.7Zn0.3Ir2S4,2.95,others
Mo0.913Ti0.037,2.95,others
Mo0.913Ti0.087,2.95,others
Mo0.91Ti0.09,2.95,others
Os2Zr1,2.95,others
Pd0.95Ni0.05H0.9,2.95,others
Si0.05V0.95,2.95,others
Cu0.1Bi2Se3,2.95,others
Sr1Ta2S5,2.955,others
Pd1Zr3,2.96,others
Sr0.4La0.6Bi1S2F1,2.96,others
S3Sn1Ta1,2.96,others
Sr1Pd1.98Pt0.02Ge2,2.96,others
Pb1Te1Sn1Te1,2.97,others
Os0.025Zr0.975,2.97,others
Mo3Sb7,2.97,others
Ba0.47K0.53Bi0.965Pr0.035O3,2.97,others
Ir0.96Pt0.04Te2,2.9725,others
Y0.3Lu0.7Ir4B4,2.98,heavy-Fermion
In0.69Tl0.31,2.98,others
Sn0.704Pb0.176In0.12Te1,2.98,others
Sr1Ga0.6Si1.4,2.98,others
Ni18Zr82,2.98,others
Pb2Pd1,2.98,others
La1.865Ba0.135Cu1O4,2.99,cuprate
Pd0.04Ir0.96Te2,2.99,others
Na0.75Co0.995Ga0.005H2.6O3.3,2.99,others
Ce0.6Nd0.4F0.5Bi1S2O0.5,2.99,others
Bi3.975Cu0.025S3O4,2.99,others
Bi3.9Cu0.1S3O4,2.995,others
K1Fe2As2,2.9965,iron-based
Zr0.75Pd0.25,3,others
Nb0.85Rh1.15,3,others
Te2Mo6Se6,3,others
Y1Os4P12,3,others
Fe0.05Ta1S2,3,others
La1.85Sr0.15Cu0.979Co0.021O4,3,cuprate
Ca1Cu0.25Si1.6,3,others
Ho0.93La0.07Ni2B2C1,3,heavy-Fermion
La1Bi1S1.4Se0.6F0.5O0.5,3,others
Ni17Zr83,3,others
Zn1N1Ni3,3,others
Zr55Cu25Nb5Al10Ni5,3,others
La1Ni1P1O1,3,others
Os1W3,3,others
Ba0.8K0.2Ti2Sb2O1,3,others
O3Sr0.08W1,3,others
Ce1Bi3.4Pb0.6Te6,3,others
Sb1.16S5.16Ta2,3,others
La1.82Sr0.18Cu0.97Co0.03O4,3,cuprate
Rb0.33Ta1S2,3,others
Sb1.16Ta2S5.16,3,others
Pt1Zr1,3,others
Nb0.85Rh0.15,3,others
Rb0.27W1O2.93,3,others
B6Nd1,3,heavy-Fermion
Mn0.101Ti0.899,3,others
Re0.976W0.024,3,others
Lu4.98Yb0.02Ir4Si10,3,heavy-Fermion
Nb2.25V0.75Au1,3,others
Co0.5Fe0.5U6,3,others
Ce1Bi3.5Pb0.5Te6,3,others
Ir0.5Te0.5,3,others
Cu1Co1.9Cr0.1S4,3,others
Eu1Nd2S5,3,others
Bi2Sr2Cu1O6.18,3,cuprate
Ir0.5Pt0.5Te2,3,others
Ca1Al0.3Ga0.7Si1,3,others
Pr1.8Ce0.2Cu1O4,3,cuprate
Fe0.25Ni0.75U6,3,heavy-Fermion
La3Rh2Sn13,3,heavy-Fermion
La1Fe0.85Co0.15As1O1,3,iron-based
Bi2F0.2S2O0.8,3,others
Ag1Bi2,3,others
Au0.5Rh0.4Ti0.91,3,others
Ce0.6Nd0.4Bi1S2F0.5O0.5,3,others
Ba1Cu0.3Si1.7,3,others
Ta0.7V0.3,3,others
Ba8Si38Al8,3,others
Ce1Bi3.6Pb0.4Te6,3,others
Pt1V3,3.005,others
Y2Ir3Si5,3.005,others
Sc0.5Y0.5Ir3.6Rh0.4B4,3.01,others
Ba1Ta2S5,3.01,others
La1Bi1S0.6Se1.4F0.5O0.5,3.01,others
Sc0.2Y0.8Ir3.6Rh0.4B4,3.01,others
Pd1Te1,3.01,others
La0.9Ce0.1Ru2,3.012,heavy-Fermion
Pd0.5Au0.5Pb2,3.02,others
In1Sc1Au2,3.02,others
Ba1Cu0.2Si1.8,3.02,others
Pt0.33W0.67,3.02,others
Os0.25W0.75,3.02,others
Sn1Nb1Se3,3.02,others
As2Cd1Ge1,3.02,others
La2Sb1,3.025,heavy-Fermion
La0.9647Ce0.0333Sn3,3.03,heavy-Fermion
Sn0.8In0.2Te1,3.035,others
La0.96Nd0.04Pt1Si1,3.04,heavy-Fermion
Cu1Co1.99Ir0.01S4,3.04,others
Ta1S0.4Se1.6,3.04,others
Y0.2Lu0.8Ir4B4,3.04,heavy-Fermion
B1Mo1.75Ta0.25,3.05,others
Cu0.01Ta1S2,3.05,others
H0.46Nb0.69Pd0.31,3.05,others
Ti0.25Nb0.5Sb0.25,3.05,others
Na0.2W1O3,3.05,others
Nb0.5Sb0.25Ti0.25,3.05,others
Pd2Lu1Sn1,3.05,heavy-Fermion
Th0.9La0.9Ru2,3.05,heavy-Fermion
Mo0.0905Ti0.9095,3.05,others
U6Fe0.5Co0.5,3.05,others
Ru7B3,3.05,others
Hg4Na1,3.05,others
Sr0.15Bi2Se3,3.055,others
Ge2Mo1,3.055,others
Pd2Y0.25Tm0.75Sn1,3.06,heavy-Fermion
La0.85Y0.15,3.06,others
Ni16Zr84,3.06,others
Ni21Zr79,3.06,others
Y0.6Lu0.4Ir4B4,3.06,others
Nb0.45Rh0.55,3.07,others
Li2Pd0.48Pt2.52B1,3.07,others
Nb0.9Rh1.1,3.07,others
Y0.4Lu0.6Ir4B4,3.07,heavy-Fermion
Be2Os1,3.07,others
Ir0.97Pt0.03Te2,3.07,others
La1Fe4P12,3.075,others
Lu1Ir2Rh2B4,3.08,heavy-Fermion
Fe0.025Ti0.975,3.08,others
Pb1.13Ta1S3.13,3.08,others
Pd0.19Ti0.81,3.08,others
Mo0.15Pa0.85,3.08,others
Sc0.3Y0.7Ir3.6Rh0.4B4,3.09,others
Nb1Se3Sn1,3.09,others
Pb1Ta1S3,3.09,others
Cu0.4Bi2Se3,3.09,others
Ni27Zr73,3.1,others
Th1Ir0.2Ru1.8,3.1,heavy-Fermion
Sr0.55La0.45Bi1S2F1,3.1,others
Ni0.05Zr1Te3,3.1,others
Mo5S6Zn1,3.1,others
Er1Ni1.9Co0.1B2C1,3.1,heavy-Fermion
Rb0.1Li0.05W1O2.85F0.15,3.1,others
La1Bi1S2F0.3O0.77,3.1,others
Cr0.03Sc0.97,3.1,others
Ca1Cu0.25Si1.75,3.1,others
Ge0.6Pd0.4,3.1,others
B1Hf1,3.1,others
La1Ir1As1,3.1,heavy-Fermion
Lu1.92Sc0.08Ir3Si5,3.1,heavy-Fermion
La0.75Y0.25F0.5Bi1S2O0.5,3.1,others
La3Rh4Sn13,3.1,heavy-Fermion
Lu2Ir2.7Rh0.3Si5,3.1,heavy-Fermion
Ti2In1C1,3.1,others
B1Zr1,3.1,others
Pd2Zr1In1,3.1,others
Dy1Ni1.99Co0.02B2C1,3.1,heavy-Fermion
La1Fe1As0.8P0.2O1,3.103333,iron-based
Be1,3.1065,others
La0.7Sm0.3Bi1S2F0.5O0.5,3.11,others
Ru27Zr73,3.11,others
Sn0.6723Pb0.1677In0.16Te1,3.11,others
Pb1S3Ta1,3.11,others
Zr2Co0.5Ni0.5,3.11,others
Ni24Zr76,3.115,others
H0.59Nb0.72Pd0.28,3.12,others
In0.1Tl0.9,3.12,others
Zn1Mo5S6,3.12,others
Ru0.475V0.525,3.12,others
Ba8Si28Ge18,3.12,others
Cr0.74Re0.26,3.12,others
La1Ru2.925Fe0.075Si2,3.12,heavy-Fermion
Co28Zr72,3.12,others
Y2Pd1Ge3,3.125,others
La98Lu1.4Tb0.6,3.127,others
Sr1Fe2As0.8P1.2,3.13,iron-based
Pt5Th1,3.13,heavy-Fermion
Cd1C1Ni3,3.133333,others
Ba0.95Na0.05Ti2Sb2O1,3.14,others
Tm1.4Y3.6Rh6Sn18,3.14,heavy-Fermion
Y5Rh6Sn18,3.14,others
Ce0.8Nd0.2Bi1S2F0.7O0.3,3.145,others
Y0.9Ca0.1C2,3.15,others
La3Ru8B6,3.15,heavy-Fermion
Ta1Ru1Si1,3.15,others
Sr1Pd1.8Ni0.2Ge2,3.15,others
Ni2Nb1Sn1,3.15,others
La1Ni0.95Cu0.05C2,3.15,others
Co0.5Ni0.5Zr2,3.155,others
Sn0.025V0.975,3.16,others
Th1Ir1.2Os0.8,3.16,heavy-Fermion
Sr1Pd1.96Pt0.04Ge2,3.16,others
Sr1Ga0.7Si1.3,3.17,others
Bi3Rh1,3.175,others
In0.78Tl0.22,3.18,others
Nb2Pd1S4.25Se0.75,3.18,others
Ca1Tl2.4Pb0.6,3.18,others
Hg3K1,3.18,others
Ir0.03Zr0.97,3.19,others
B3Re7,3.19,others
Hf1Ru1As1,3.193333,others
La0.25Ce0.75Ru2,3.196,heavy-Fermion
La3Pr0.6In1,3.2,heavy-Fermion
K2.9Ba4.9Si46,3.2,others
C1Ir1Mo3,3.2,others
In1Mg2,3.2,others
Ba1Au0.3Si1.7,3.2,others
Lu1.9Sc0.1Ir3Si5,3.2,heavy-Fermion
Bi2.13F0.17S2O0.83,3.2,others
Ir0.53Rh0.42Te2,3.2,others
La0.9997Ce0.0003Pt1Si1,3.2,heavy-Fermion
Cu0.1Ti1Se2,3.2,others
Pb0.445Sn0.445In0.13Te1,3.2,others
H1.33N0.33O3W1,3.2,others
Hf1Os1As1,3.2,others
Pd2Zr1Al1,3.2,others
Pt0.25V0.75,3.2,others
Y4Rh6Sn19,3.2,others
Zr1Hf1As1,3.2,others
Ba4Ir8Ge28,3.2,others
Lu4Ir6Sn19,3.2,heavy-Fermion
Tb5Os4Si15,3.2,heavy-Fermion
Au0.33La0.67,3.2,others
Ca1Cu0.25Si1.7,3.2,others
Sc4Rh6Sn19,3.2,others
Ba1Ag0.3Si1.7,3.2,others
Cu0.29Bi2Se3,3.2,others
Lu1Ni1B0.8C1.2,3.2,heavy-Fermion
Ba1Ag0.2Si1.8,3.2,others
Pd2Hf0.75Y0.25Al1,3.2,others
La1Os4As12,3.2,heavy-Fermion
Pb1Mo6S4Se4,3.2,others
Tm1Ni1.91Co0.18B2C1,3.2,heavy-Fermion
La1.85Sr0.15Cu0.96Ni0.04O4,3.2005,cuprate
Y0.5Lu0.5Ir4B4,3.21,others
Si0.132Zr0.868,3.21,others
Zr62.4Ti15.6Ni22,3.215,others
Sr1Pd1.94Pt0.06Ge2,3.22,others
Th1Ir0.8Os1.2,3.22,heavy-Fermion
In0.8Tl0.2,3.223,others
La0.98Gd0.02Ru2,3.23,heavy-Fermion
Sr1Pd1.92Pt0.08Ge2,3.23,others
La1Pt0.9Ni0.1Si1,3.23,heavy-Fermion
La1Al2,3.23,heavy-Fermion
Al0.32La0.68,3.23,others
Na0.26Co1H2.6O3.3,3.236667,others
Ba1Ni2As1.792P0.208,3.24,others
La1Ni0.9Cu0.1C2,3.24,others
Ca1Al0.2Ga0.8Si1,3.24,others
Pd2Y0.98Gd0.02Sn1,3.24,others
Dy0.75Tb0.25Ni2B2C1,3.24,heavy-Fermion
Sr1Pd1.93Pt0.07Ge2,3.24,others
La1Pd0.8Sb2,3.25,heavy-Fermion
Mo0.1Ti0.9,3.25,others
Ta0.07Zr0.93,3.25,others
Se1Y1,3.25,others
Rb0.23W1O3,3.25,others
Y2Br0.5Cl1.5C2,3.25,others
Ce0.6Nd0.4F0.7Bi1S2O0.7,3.25,others
La0.6Sm0.4Bi1S2F0.5O0.5,3.255,others
Ce0.6Nd0.4Bi1S2F0.7O0.3,3.256,others
Cd0.04In0.96,3.2595,others
Pd0.07Ti0.93,3.26,others
H0.08Ta0.92,3.26,others
Cu50Sn50,3.26,others
Hg4K1,3.27,others
Ba1Ni2As1.816P0.184,3.27,others
La0.97Nd0.03Pt1Si1,3.27,heavy-Fermion
Hf4K1,3.27,others
Cs1Os2O6,3.27,others
Bi1Ru1,3.273333,others
Nb0.25Bi2Se3,3.275,others
Cd0.03In0.97,3.2755,others
Ba1Ni2As1.846P0.154,3.28,others
Co0.017V0.983,3.28,others
Hg3Zr1,3.28,others
La0.91Lu0.09,3.28,others
Sb0.02V0.98,3.29,others
Ni0.02V0.98,3.29,others
La1Ru4Sb12,3.293333,heavy-Fermion
Cd0.02In0.98,3.2945,others
La1Bi1Se2F0.5O0.5,3.296,others
Cr0.099V0.901,3.3,others
Ca1Ir1Si3,3.3,others
Th0.2Zr0.8,3.3,others
La0.95Pr0.05Pb3,3.3,heavy-Fermion
Ba8Si40Ga6,3.3,others
Ge0.3Sb0.7,3.3,others
Y1Pt0.5Ge1.5,3.3,others
Cr0.2Fe0.8U6,3.3,heavy-Fermion
Y0.9Fe0.1B6,3.3,others
La0.84Sn3Tm0.16,3.3,heavy-Fermion
C1.5Ge3La5,3.3,others
Cu0.75Zn0.25Ir2S4,3.3,others
Pb1.14Ta2S5.14,3.3,others
In2O3,3.3,others
Mo0.05Rh0.04Ti0.91,3.3,others
Sn0.8In0.2Te0.95Se0.05,3.3,others
La1.78Sr0.22Cu0.97Zn0.03O4,3.3,cuprate
Y2Pd1Ge2.5Si0.5,3.3,others
Nb1S1.06,3.3,others
Lu1Ni0.9Cu0.1B1C1,3.3,heavy-Fermion
C0.74W0.26Si1,3.3,others
Cu0.5Ge0.5,3.3,others
Pb1.14S5.14Ta2,3.3,others
Cr3Ru1,3.3,others
Mo3S2Se2,3.3,others
Cr1Ru3,3.3,others
Cu0.78Zn0.22Ir2S4,3.3,others
Co15Zr85,3.3,others
Cs1Os1O6,3.3,others
Cs0.1Li0.05W1O2.85F0.15,3.3,others
Co0.5Fe0.5Ti1,3.3,others
N1Th1,3.3,heavy-Fermion
Ca4Rh6Pb19,3.3,others
Al0.04V0.96,3.31,others
La1Ni0.85Cu0.15C2,3.31,others
Pb0.16Sn0.64In0.2Te1,3.31,others
Nb13.75Ta41.25Ir45,3.315,others
In3Mo15Se19,3.32,others
Cu0.8Zn0.2Ir2S4,3.32,others
Ce0.84Y0.06Gd0.1Ru2,3.32,heavy-Fermion
Re16Zr84,3.32,others
Zr70.2Ti7.8Ni22,3.32,others
In1Sb1,3.32,others
Co25Zr75,3.325,others
Ni0.02Ta1S2,3.325,others
Sn3Th1,3.33,heavy-Fermion
La0.84Tm0.16Sn3,3.33,heavy-Fermion
C2Lu1,3.33,others
Na0.3Co0.985Mn0.015H2.6O3.3,3.34,others
Pd1Sn2,3.34,others
Ce1Ir3,3.34,heavy-Fermion
Ca1Al0.1Ga0.9Si1,3.34,others
Hg0.016In0.984,3.342,others
Cd0.01In0.99,3.3445,others
Nb0.28Bi2Se3,3.35,others
Al5Re24,3.35,others
Ni1Zr3,3.35,others
Sn0.32Pb0.48In0.2Te1,3.35,others
La2.7Pr0.3Se4,3.36,others
Th1In0.75Sn2.25,3.36,heavy-Fermion
Ta1S1Se1,3.36,others
Au1Th2,3.365,heavy-Fermion
Ce1Bi1S2F0.7O0.3,3.366667,others
Ti0.576Rh0.287O0.14,3.37,others
Ba1Fe1.79Zn0.12Co0.09As2,3.37,iron-based
Rh1W1,3.37,others
O0.14Rh0.287Ti0.573,3.37,others
Li2Pd0.3Pt2.7B1,3.37,others
Rh45Ta55,3.37,others
Ce0.93Gd0.07Ru2,3.38,heavy-Fermion
Lu1Ni0.8Cu0.2B1C1,3.38,heavy-Fermion
H0.61Nb0.76Pd0.24,3.38,others
Mg1C0.906Ni3,3.38,others
W1.75Ru1.25B2,3.38,others
Ir45Ta55,3.39,others
Hg0.004In0.996,3.396,others
La1Pt1Ge1,3.4,heavy-Fermion
Ce1Pt0.2Ru1.8,3.4,heavy-Fermion
Ta0.96W0.04,3.4,others
Ca1Ge3,3.4,others
Cu1Co1.95Cr0.05S4,3.4,others
Rb0.1Li0.02W1O2.88F0.12,3.4,others
Pb1.14Nb2Se5.14,3.4,others
Mo3S1Se3,3.4,others
Yb3Co4.3Sn12.7,3.4,heavy-Fermion
Ba1Fe1.78Ni0.22As2,3.4,iron-based
Au0.22La0.78,3.4,others
H0.51Nb0.8Pd0.2,3.4,others
Sn1Mo6Se8,3.4,others
Cu1Co1.98Cr0.02S4,3.4,others
Cu0.065Ti1Se2,3.4,others
La0.8Lu0.2,3.4,others
Rh0.91Ti0.4W0.05,3.4,others
Sr3Rh8B6,3.4,others
C1Hf0.5Mo0.5,3.4,others
V0.751Sb0.208Al0.041,3.4,others
Zr1Pd2Al1,3.4,others
Ce0.013La0.987,3.4,others
Sr1Ga0.55Si1.45,3.4,others
In1.05Te1,3.41,others
Nb0.9Pd0.1,3.42,others
Hg8K1,3.42,others
Dy0.8Tm0.2Ni2B2C1,3.42,heavy-Fermion
La0.98Nd0.02Pt1Si1,3.42,heavy-Fermion
Hg0.048In0.952,3.427,others
Y0.7Th0.3C2,3.43,others
Mo16Ru64P20,3.43,others
Pr0.86Ce0.14Pt4Ge12,3.43,heavy-Fermion
Ba1,3.4375,others
Ti0.54V0.36Al0.1,3.44,others
Co1Ti2,3.44,others
Ce1Bi1S2F0.5O0.5,3.446,others
Cu0.08Ta1S2,3.45,others
In0.98Pb0.02,3.45,others
La0.1Nd0.9Pt2.1B2.4C1.2,3.45,heavy-Fermion
Ca1Al0.4Ga0.6Si1,3.45,others
Sc0.1Y0.9Ir3.6Rh0.4B4,3.45,others
Al1Cu1,3.45,others
La1Ni0.8Cu0.2C2,3.45,others
In0.17Tl0.83,3.45,others
Re0.025Ta0.975,3.458,others
Sc1Ir1P1,3.46,others
Ce0.5Nd0.5F0.5Bi1S2O0.5,3.46,others
H0.6Nb0.8Pd0.2,3.46,others
Pd2Y0.9Dy0.1Sn1,3.46,others
Cu1Rh2Se4,3.4625,others
Ba1Fe1.952Ni0.048As2,3.463333,iron-based
Cu1Th2,3.465,heavy-Fermion
Nd1Fe1P1O1,3.465,iron-based
Cr0.72Ru0.28,3.468,others
Mo0.25Nb0.75,3.47,others
Ni22Zr78,3.47,others
La0.9709Ce0.0291Sn3,3.47,heavy-Fermion
Ba1Ti2Sb1.6Bi0.4O1,3.47,others
Ni20Zr80,3.47,others
Pb1Te1,3.476667,others
H0.886Pd1,3.478,others
Mg1C1Ni2.8Ru0.2,3.48,others
La1Ni0.75Cu0.25C2,3.48,others
Ce0.5Nd0.5Bi1S2F0.5O0.5,3.48,others
La2.952Gd0.048In1,3.48,heavy-Fermion
Ru0.445V0.555,3.48,others
H0.47Nb0.72Pd0.18W0.1,3.48,others
Lu1Os2,3.49,heavy-Fermion
Ca1Fe0.74Co0.26As1F1,3.49,iron-based
Cu0.057Ti1Se2,3.49,others
Os0.05Rh0.04Ti0.91,3.5,others
Sr0.2W1S2,3.5,others
Sn0.8In0.2Te0.7Se0.3,3.5,others
Tl0.61V6S8,3.5,others
Ce1Os3B2,3.5,heavy-Fermion
Hf1Ir1Si1,3.5,others
Ir0.77Se2,3.5,others
Dy5Os4Si15,3.5,heavy-Fermion
Bi2.14F0.24S2O0.76,3.5,others
Na2.9Ba4.5Si46,3.5,others
Ce1Ru1.97Co0.03,3.5,heavy-Fermion
Y0.95Ca0.05Ba2Cu2.8Zn0.2O6.74,3.5,cuprate
Ni0.05Rh0.04Ti0.91,3.5,others
Y0.5Pr0.5Ba2Cu3O6.66,3.5,cuprate
Ir3Y1,3.5,others
Pb0.35Sn0.53In0.12Te1,3.5,others
In1Te1.002,3.5,others
Ba1Pb0.75Sb0.25O3,3.5,others
Rh0.08Ti0.92,3.5,others
Ru0.1Ti0.9,3.5,others
Na0.3Sb1Ta2S5,3.5,others
Rh0.04Ru0.05Ti0.91,3.5,others
Na0.4H3.6Sb1.16S5.16Ta2O1.8,3.5,others
Mo0.1215Ti0.8785,3.5,others
Mo4Re2Te8,3.5,others
Cr0.027Ti0.973,3.5,others
Bi4S2.85Se0.15O4,3.5,others
Rh0.005Zr0.995,3.5,others
Ca1Ga0.74Si1.26,3.5,others
La1Ru2Si2,3.5,heavy-Fermion
Cu0.3La0.7,3.5,others
Cr0.025Ti0.975,3.5,others
Rh15Ir2S15,3.5,others
Li3Mo15Se19,3.5,others
Y0.96Gd0.04Ru2,3.5,others
La3Rh2Ge2,3.5,heavy-Fermion
Sr1Ga0.5Si1.5,3.5,others
As2Sn3,3.5,others
Sn0.1Tl0.9,3.5,others
Cd0.1Tl0.9,3.5,others
Nd1Mo6S8,3.5,others
As1Ge1,3.5,others
Pr0.8Sr0.2Fe0.925Co0.075As1O1,3.5,iron-based
La0.8Sr0.2Ni1As1O1,3.5,others
La1Fe0.905Zn0.095As1F0.28O0.68,3.5,iron-based
Bi4Te3,3.5,others
Ba0.9K0.1Fe2As2,3.5,iron-based
Lu1.86Y0.14Fe3Si5,3.51,heavy-Fermion
In1.015Te1,3.51,others
Na0.24Co1H2.6O3.3,3.51,others
Y1Ru3.5Si2,3.51,others
Nd1Bi1S2F0.3O0.74,3.51,others
Ce1Bi1S2F0.9O0.34,3.51,others
Lu1.86Sc0.14Fe3Si5,3.51,heavy-Fermion
Y1Ru3Si2,3.51,others
Ba2Bi1.75Sb1.25,3.51,others
Y0.81Th0.19C2,3.52,others
Ti0.72V0.18Al0.1,3.52,others
Mo0.5Pb0.5,3.52,others
Sr1Ga1.3Si0.7,3.52,others
Li0.34Rb1Ca2Nb3O10,3.52,others
Mo0.5Pd0.5,3.52,others
Li0.46Rb1Ca2Nb3O10,3.525,others
Ni2P2Sr4Sc2O6,3.525,others
Pb0.95Tl0.05,3.5275,others
Ba1Fe1.77Ni0.23As2,3.53,iron-based
Sr1,3.5375,others
Si0.108Zr0.892,3.54,others
Y0.7Gd0.3Rh4B4,3.54,others
Na0.75Co0.99Ir0.01H2.6O3.3,3.54,others
Ta1Pt1Si1,3.54,others
In1,3.549543,others
Ru18Zr82,3.555,others
Zr66.3Ti11.7Ni22,3.56,others
Nb13.75Ta41.25Rh45,3.56,others
La0.93Yb0.07,3.56,others
H0.69Nb0.8Pd0.2,3.56,others
Th1Ir0.4Os1.6,3.56,heavy-Fermion
Ag0.1Tl0.9,3.57,others
Ga5V2,3.57,others
Ru13Zr87,3.57,others
Rh27Zr73,3.57,others
Bi2K1,3.575,others
Ta0.24V0.76,3.58,others
Ta0.9V0.1,3.58,others
Sn0.5277Pb0.3523In0.12Te1,3.58,others
Pd2Hf1Al1,3.583333,others
Pr1Fe1P1O1,3.586667,iron-based
Lu0.37Dy0.63Ni2B2C1,3.59,heavy-Fermion
Gd0.004La0.996,3.59,others
Sn0.6001Pb0.1999In0.2Te1,3.59,others
Zr0.8Ni0.2,3.59,others
La1Ni1As1F0.12O0.88,3.59,others
Sn0.7In0.3Te1,3.595,others
Lu2Ir3Si4Ge1,3.6,heavy-Fermion
K0.3O3Re1,3.6,others
Ca0.2Mo1S2,3.6,others
Bi1K1,3.6,others
Mo2Ir1B2,3.6,others
Cr0.011Ti0.967V0.022,3.6,others
Ce0.147Ru0.853,3.6,others
Pb0.352Sn0.528In0.12Te1,3.6,others
Pb0.58Sn0.58Ti2Se5.16,3.6,others
K0.3Re1O3,3.6,others
La1Bi1S0.8Se1.2F0.5O0.5,3.6,others
La1Bi1Se1S1F0.5O0.5,3.6,others
Rb0.1W1O2.9F0.1,3.6,others
Lu3Os4Ge13,3.6,heavy-Fermion
La3Ni1,3.6,heavy-Fermion
Sn3Yb1,3.6,heavy-Fermion
Au0.5Ge0.5,3.6,others
La1Sn2,3.6,heavy-Fermion
Zr1P1S1,3.6,others
Y2Fe1C4,3.6,others
Ru0.55Rh0.45P1,3.6,others
Rh0.027Zr0.973,3.6,others
B5Hf0.2Nb1.8,3.6,others
In0.966Mg0.034,3.61,others
Ta2S2C2,3.61,others
Th1Ir1Os1,3.61,heavy-Fermion
La0.95Ce0.05Ru2,3.616,heavy-Fermion
Ti0.63V0.27Al0.1,3.62,others
Cu1Co1.99Cr0.01S4,3.62,others
H0.04Ta0.96,3.62,others
Cu0.064Ti1Se2,3.62,others
In0.05Sn0.95,3.625,others
In0.017Sn0.983,3.625,others
H0.87Pd1,3.625,others
In3Sn97,3.628,others
Ce0.01La0.99,3.63,others
La1Ni1As1F0.06O0.94,3.64,others
W0.014Zr0.986,3.64,others
Pb1Mo6S4Se5,3.64,others
B2Nb0.9,3.64,others
Au0.24La0.76,3.64,others
In0.961Pb0.039,3.64,others
In0.25Tl0.75,3.64,others
Sb0.011Sn0.989,3.642,others
In6Sn94,3.644,others
Cd1Sn1,3.65,others
